Source,Target,Type,weight,book
Elinor-Tyrell,Megga-Tyrell,Undirected,8,3.0
Elinor-Tyrell,Sansa-Stark,Undirected,5,3.0
Ellaria-Sand,Oberyn-Martell,Undirected,7,3.0
Ellaria-Sand,Tyrion-Lannister,Undirected,4,3.0
Elmar-Frey,Jaime-Lannister,Undirected,6,3.0
Elmar-Frey,Robb-Stark,Undirected,9,3.0
Elmar-Frey,Roose-Bolton,Undirected,3,3.0
Elmar-Frey,Tywin-Lannister,Undirected,3,3.0
Elmar-Frey,Walder-Frey,Undirected,6,3.0
Errok,Grigg,Undirected,7,3.0
Errok,Jon-Snow,Undirected,4,3.0
Errok,Styr,Undirected,3,3.0
Galbart-Glover,Robett-Glover,Undirected,3,3.0
Galyeon-of-Cuy,Tyrion-Lannister,Undirected,3,3.0
Garlan-Tyrell,Joffrey-Baratheon,Undirected,6,3.0
Garlan-Tyrell,Leonette-Fossoway,Undirected,3,3.0
Garlan-Tyrell,Loras-Tyrell,Undirected,6,3.0
Garlan-Tyrell,Sansa-Stark,Undirected,5,3.0
Garlan-Tyrell,Tyrion-Lannister,Undirected,11,3.0
Garlan-Tyrell,Willas-Tyrell,Undirected,3,3.0
Gawen-Westerling,Jeyne-Westerling,Undirected,3,3.0
Gawen-Westerling,Sybell-Spicer,Undirected,3,3.0
Gendel,Gorne,Undirected,3,3.0
Gendel,Jon-Snow,Undirected,3,3.0
Gendry,Greenbeard,Undirected,3,3.0
Gendry,Harwin,Undirected,8,3.0
Gendry,Hot-Pie,Undirected,30,3.0
Gendry,Lem,Undirected,9,3.0
Gendry,Merrit,Undirected,3,3.0
Gendry,Robert-Baratheon,Undirected,3,3.0
Gendry,Sandor-Clegane,Undirected,5,3.0
Gendry,Thoros-of-Myr,Undirected,8,3.0
Gendry,Tom-of-Sevenstreams,Undirected,10,3.0
Gerold-Hightower,Jaime-Lannister,Undirected,4,3.0
Gerold-Hightower,Lewyn-Martell,Undirected,3,3.0
Gilly,Jojen-Reed,Undirected,3,3.0
Gilly,Jon-Snow,Undirected,8,3.0
Gilly,Mance-Rayder,Undirected,6,3.0
Gilly,Meera-Reed,Undirected,3,3.0
Gilly,Samwell-Tarly,Undirected,35,3.0
Gilly,Small-Paul,Undirected,3,3.0
Gorne,Jon-Snow,Undirected,3,3.0
Grazdan-mo-Eraz,Mero,Undirected,3,3.0
Greenbeard,Harwin,Undirected,4,3.0
Greenbeard,Lem,Undirected,12,3.0
Greenbeard,Thoros-of-Myr,Undirected,3,3.0
Greenbeard,Tom-of-Sevenstreams,Undirected,4,3.0
Gregor-Clegane,Helman-Tallhart,Undirected,3,3.0
Gregor-Clegane,Ilyn-Payne,Undirected,7,3.0
Gregor-Clegane,Jaime-Lannister,Undirected,7,3.0
Gregor-Clegane,Joffrey-Baratheon,Undirected,9,3.0
Gregor-Clegane,Meryn-Trant,Undirected,6,3.0
Gregor-Clegane,Oberyn-Martell,Undirected,39,3.0
Gregor-Clegane,Polliver,Undirected,11,3.0
Gregor-Clegane,Rafford,Undirected,12,3.0
Gregor-Clegane,Robb-Stark,Undirected,4,3.0
Gregor-Clegane,Sandor-Clegane,Undirected,10,3.0
Gregor-Clegane,Tickler,Undirected,12,3.0
Gregor-Clegane,Tyrion-Lannister,Undirected,23,3.0
Gregor-Clegane,Tywin-Lannister,Undirected,5,3.0
Grenn,Jeor-Mormont,Undirected,7,3.0
Grenn,Jon-Snow,Undirected,30,3.0
Grenn,Kegs,Undirected,5,3.0
Grenn,Owen,Undirected,4,3.0
Grenn,Pypar,Undirected,28,3.0
Grenn,Samwell-Tarly,Undirected,43,3.0
Grenn,Small-Paul,Undirected,3,3.0
Grey-Worm,Jorah-Mormont,Undirected,4,3.0
Grigg,Jarl,Undirected,3,3.0
Grigg,Jon-Snow,Undirected,5,3.0
Grisel,Petyr-Baelish,Undirected,3,3.0
Guncer-Sunglass,Melisandre,Undirected,4,3.0
Gyles-Rosby,Jalabhar-Xho,Undirected,4,3.0
Halder,Jon-Snow,Undirected,3,3.0
Halder,Todder,Undirected,3,3.0
Hareth-(Moles-Town),Jon-Snow,Undirected,8,3.0
Hareth-(Moles-Town),Kegs,Undirected,3,3.0
Hareth-(Moles-Town),Mully,Undirected,3,3.0
Hareth-(Moles-Town),Satin,Undirected,5,3.0
Hareth-(Moles-Town),Spare-Boot,Undirected,3,3.0
Harma,Jarl,Undirected,3,3.0
Harma,Jon-Snow,Undirected,7,3.0
Harma,Mance-Rayder,Undirected,10,3.0
Harma,Rattleshirt,Undirected,5,3.0
Harma,Styr,Undirected,4,3.0
Harma,Tormund,Undirected,4,3.0
Harma,Varamyr,Undirected,3,3.0
Harma,Weeper,Undirected,3,3.0
Harwin,Lem,Undirected,7,3.0
Harwin,Sandor-Clegane,Undirected,3,3.0
Helman-Tallhart,Randyll-Tarly,Undirected,3,3.0
Helman-Tallhart,Robett-Glover,Undirected,4,3.0
High-Septon-(Tyrions),Joffrey-Baratheon,Undirected,6,3.0
High-Septon-(Tyrions),Pycelle,Undirected,3,3.0
High-Septon-(Tyrions),Tyrion-Lannister,Undirected,3,3.0
Hobb,Janos-Slynt,Undirected,4,3.0
Hobb,Othell-Yarwyck,Undirected,3,3.0
Hobb,Owen,Undirected,3,3.0
Hobb,Samwell-Tarly,Undirected,3,3.0
Hodor,Jojen-Reed,Undirected,24,3.0
Hodor,Meera-Reed,Undirected,28,3.0
Hoster-Tully,Jaime-Lannister,Undirected,4,3.0
Hoster-Tully,Lothar-Frey,Undirected,5,3.0
Hoster-Tully,Lysa-Arryn,Undirected,6,3.0
Hoster-Tully,Robb-Stark,Undirected,4,3.0
Hoster-Tully,Tansy,Undirected,5,3.0
Hoster-Tully,Vyman,Undirected,4,3.0
Hot-Pie,Lem,Undirected,7,3.0
Hot-Pie,Sharna,Undirected,3,3.0
Hot-Pie,Tom-of-Sevenstreams,Undirected,4,3.0
Husband,Lem,Undirected,4,3.0
Ilyn-Payne,Joffrey-Baratheon,Undirected,9,3.0
Ilyn-Payne,Meryn-Trant,Undirected,6,3.0
Ilyn-Payne,Polliver,Undirected,5,3.0
Ilyn-Payne,Rafford,Undirected,6,3.0
Ilyn-Payne,Sandor-Clegane,Undirected,5,3.0
Ilyn-Payne,Tickler,Undirected,6,3.0
Ilyn-Payne,Tyrion-Lannister,Undirected,6,3.0
Irri,Jhiqui,Undirected,15,3.0
Irri,Jorah-Mormont,Undirected,3,3.0
Irri,Missandei,Undirected,4,3.0
Jack-Be-Lucky,Lem,Undirected,5,3.0
Jack-Bulwer,Thoros-of-Myr,Undirected,5,3.0
Jaime-Lannister,Joffrey-Baratheon,Undirected,21,3.0
Jaime-Lannister,Lem,Undirected,6,3.0
Jaime-Lannister,Loras-Tyrell,Undirected,24,3.0
Jaime-Lannister,Lysa-Arryn,Undirected,3,3.0
Jaime-Lannister,Meryn-Trant,Undirected,9,3.0
Jaime-Lannister,Oberyn-Martell,Undirected,3,3.0
Jaime-Lannister,Osmund-Kettleblack,Undirected,5,3.0
Jaime-Lannister,Qyburn,Undirected,21,3.0
Jaime-Lannister,Renly-Baratheon,Undirected,9,3.0
Jaime-Lannister,Rickard-Karstark,Undirected,4,3.0
Jaime-Lannister,Robb-Stark,Undirected,17,3.0
Jaime-Lannister,Robert-Baratheon,Undirected,18,3.0
Jaime-Lannister,Robin-Ryger,Undirected,9,3.0
Jaime-Lannister,Roose-Bolton,Undirected,17,3.0
Jaime-Lannister,Rorge,Undirected,9,3.0
Jaime-Lannister,Sansa-Stark,Undirected,9,3.0
Jaime-Lannister,Shagwell,Undirected,4,3.0
Jaime-Lannister,Stannis-Baratheon,Undirected,6,3.0
Jaime-Lannister,Thoros-of-Myr,Undirected,3,3.0
Jaime-Lannister,Tommen-Baratheon,Undirected,10,3.0
Jaime-Lannister,Tyrion-Lannister,Undirected,33,3.0
Jaime-Lannister,Tywin-Lannister,Undirected,16,3.0
Jaime-Lannister,Urswyck,Undirected,11,3.0
Jaime-Lannister,Vargo-Hoat,Undirected,16,3.0
Jaime-Lannister,Varys,Undirected,5,3.0
Jaime-Lannister,Walton,Undirected,18,3.0
Janos-Slynt,Jon-Snow,Undirected,10,3.0
Janos-Slynt,Mance-Rayder,Undirected,6,3.0
Janos-Slynt,Othell-Yarwyck,Undirected,9,3.0
Janos-Slynt,Samwell-Tarly,Undirected,7,3.0
Janos-Slynt,Stannis-Baratheon,Undirected,4,3.0
Janos-Slynt,Tyrion-Lannister,Undirected,5,3.0
Jarl,Jon-Snow,Undirected,21,3.0
Jarl,Mance-Rayder,Undirected,8,3.0
Jarl,Rattleshirt,Undirected,6,3.0
Jarl,Styr,Undirected,16,3.0
Jarl,Val,Undirected,5,3.0
Jarl,Ygritte,Undirected,6,3.0
Jason-Mallister,Tytos-Blackwood,Undirected,3,3.0
Jeor-Mormont,Jon-Snow,Undirected,19,3.0
Jeor-Mormont,Lark,Undirected,3,3.0
Jeor-Mormont,Othell-Yarwyck,Undirected,3,3.0
Jeor-Mormont,Qhorin-Halfhand,Undirected,6,3.0
Jeor-Mormont,Samwell-Tarly,Undirected,23,3.0
Jeor-Mormont,Small-Paul,Undirected,3,3.0
Jeor-Mormont,Thoren-Smallwood,Undirected,8,3.0
Jeor-Mormont,Tyrion-Lannister,Undirected,4,3.0
Jeyne-Westerling,Lothar-Frey,Undirected,4,3.0
Jeyne-Westerling,Robb-Stark,Undirected,21,3.0
Jeyne-Westerling,Walder-Frey,Undirected,5,3.0
Jhiqui,Jorah-Mormont,Undirected,5,3.0
Jhiqui,Missandei,Undirected,5,3.0
Jhogo,Rakharo,Undirected,4,3.0
Joanna-Lannister,Tywin-Lannister,Undirected,4,3.0
Joffrey-Baratheon,Jon-Snow,Undirected,4,3.0
Joffrey-Baratheon,Kevan-Lannister,Undirected,11,3.0
Joffrey-Baratheon,Loras-Tyrell,Undirected,12,3.0
Joffrey-Baratheon,Mace-Tyrell,Undirected,10,3.0
Joffrey-Baratheon,Mance-Rayder,Undirected,5,3.0
Joffrey-Baratheon,Margaery-Tyrell,Undirected,44,3.0
Joffrey-Baratheon,Melisandre,Undirected,4,3.0
Joffrey-Baratheon,Meryn-Trant,Undirected,12,3.0
Joffrey-Baratheon,Mycah,Undirected,3,3.0
Joffrey-Baratheon,Myrcella-Baratheon,Undirected,6,3.0
Joffrey-Baratheon,Oberyn-Martell,Undirected,8,3.0
Joffrey-Baratheon,Olenna-Redwyne,Undirected,3,3.0
Joffrey-Baratheon,Osmund-Kettleblack,Undirected,9,3.0
Joffrey-Baratheon,Paxter-Redwyne,Undirected,5,3.0
Joffrey-Baratheon,Petyr-Baelish,Undirected,8,3.0
Joffrey-Baratheon,Polliver,Undirected,6,3.0
Joffrey-Baratheon,Pycelle,Undirected,9,3.0
Joffrey-Baratheon,Rafford,Undirected,6,3.0
Joffrey-Baratheon,Renly-Baratheon,Undirected,5,3.0
Joffrey-Baratheon,Robb-Stark,Undirected,14,3.0
Joffrey-Baratheon,Robert-Baratheon,Undirected,9,3.0
Joffrey-Baratheon,Sandor-Clegane,Undirected,16,3.0
Joffrey-Baratheon,Sansa-Stark,Undirected,53,3.0
Joffrey-Baratheon,Selyse-Florent,Undirected,3,3.0
Joffrey-Baratheon,Shae,Undirected,3,3.0
Joffrey-Baratheon,Shireen-Baratheon,Undirected,3,3.0
Joffrey-Baratheon,Stannis-Baratheon,Undirected,17,3.0
Joffrey-Baratheon,Tickler,Undirected,6,3.0
Joffrey-Baratheon,Tommen-Baratheon,Undirected,20,3.0
Joffrey-Baratheon,Tyrion-Lannister,Undirected,95,3.0
Joffrey-Baratheon,Tywin-Lannister,Undirected,23,3.0
Joffrey-Baratheon,Varys,Undirected,6,3.0
Jojen-Reed,Meera-Reed,Undirected,34,3.0
Jojen-Reed,Samwell-Tarly,Undirected,10,3.0
Jon-Arryn,Lysa-Arryn,Undirected,4,3.0
Jon-Arryn,Robert-Arryn,Undirected,3,3.0
Jon-Arryn,Robert-Baratheon,Undirected,4,3.0
Jon-Snow,Kegs,Undirected,5,3.0
Jon-Snow,Mag-Mar-Tun-Doh-Weg,Undirected,3,3.0
Jon-Snow,Mance-Rayder,Undirected,83,3.0
Jon-Snow,Melisandre,Undirected,9,3.0
Jon-Snow,Mully,Undirected,4,3.0
Jon-Snow,Orell,Undirected,6,3.0
Jon-Snow,Owen,Undirected,14,3.0
Jon-Snow,Pypar,Undirected,27,3.0
Jon-Snow,Qhorin-Halfhand,Undirected,23,3.0
Jon-Snow,Rattleshirt,Undirected,23,3.0
Jon-Snow,Robb-Stark,Undirected,12,3.0
Jon-Snow,Robert-Baratheon,Undirected,5,3.0
Jon-Snow,Ryk,Undirected,11,3.0
Jon-Snow,Samwell-Tarly,Undirected,50,3.0
Jon-Snow,Satin,Undirected,33,3.0
Jon-Snow,Spare-Boot,Undirected,5,3.0
Jon-Snow,Stannis-Baratheon,Undirected,12,3.0
Jon-Snow,Styr,Undirected,40,3.0
Jon-Snow,Theon-Greyjoy,Undirected,8,3.0
Jon-Snow,Tormund,Undirected,23,3.0
Jon-Snow,Val,Undirected,11,3.0
Jon-Snow,Varamyr,Undirected,7,3.0
Jon-Snow,Ygritte,Undirected,54,3.0
Jon-Snow,Zei,Undirected,3,3.0
Jon-Umber-(Greatjon),Jon-Umber-(Smalljon),Undirected,4,3.0
Jon-Umber-(Greatjon),Maege-Mormont,Undirected,3,3.0
Jon-Umber-(Greatjon),Rickard-Karstark,Undirected,7,3.0
Jon-Umber-(Greatjon),Robb-Stark,Undirected,15,3.0
Jon-Umber-(Greatjon),Robin-Flint,Undirected,3,3.0
Jon-Umber-(Greatjon),Walder-Frey,Undirected,4,3.0
Jon-Umber-(Greatjon),Wendel-Manderly,Undirected,3,3.0
Jon-Umber-(Smalljon),Robb-Stark,Undirected,5,3.0
Jonothor-Darry,Lewyn-Martell,Undirected,3,3.0
Jonothor-Darry,Oswell-Whent,Undirected,3,3.0
Jorah-Mormont,Mero,Undirected,9,3.0
Jorah-Mormont,Missandei,Undirected,3,3.0
Jorah-Mormont,Rhaegar-Targaryen,Undirected,5,3.0
Joramun,Mance-Rayder,Undirected,3,3.0
Kegs,Owen,Undirected,5,3.0
Kegs,Pypar,Undirected,3,3.0
Kegs,Satin,Undirected,4,3.0
Kegs,Spare-Boot,Undirected,4,3.0
Kella,Sansa-Stark,Undirected,3,3.0
Kevan-Lannister,Lancel-Lannister,Undirected,7,3.0
Kevan-Lannister,Pycelle,Undirected,3,3.0
Kevan-Lannister,Sansa-Stark,Undirected,5,3.0
Kevan-Lannister,Tommen-Baratheon,Undirected,3,3.0
Kevan-Lannister,Tyrion-Lannister,Undirected,11,3.0
Kevan-Lannister,Tywin-Lannister,Undirected,15,3.0
Kevan-Lannister,Varys,Undirected,5,3.0
Kevan-Lannister,Willem-Lannister,Undirected,3,3.0
Khorane-Sathmantes,Salladhor-Saan,Undirected,4,3.0
Khorane-Sathmantes,Stannis-Baratheon,Undirected,3,3.0
Lamprey,Porridge,Undirected,3,3.0
Lark,Samwell-Tarly,Undirected,3,3.0
Lark,Small-Paul,Undirected,8,3.0
Lark,Softfoot,Undirected,3,3.0
Lem,Sandor-Clegane,Undirected,5,3.0
Lem,Sharna,Undirected,3,3.0
Lem,Tansy,Undirected,3,3.0
Lem,Thoros-of-Myr,Undirected,13,3.0
Lem,Tom-of-Sevenstreams,Undirected,21,3.0
Lewyn-Martell,Oswell-Whent,Undirected,3,3.0
Lollys-Stokeworth,Shae,Undirected,5,3.0
Lollys-Stokeworth,Symon-Silver-Tongue,Undirected,3,3.0
Lollys-Stokeworth,Tanda-Stokeworth,Undirected,7,3.0
Lollys-Stokeworth,Tyrion-Lannister,Undirected,8,3.0
Lollys-Stokeworth,Varys,Undirected,5,3.0
Loras-Tyrell,Margaery-Tyrell,Undirected,10,3.0
Loras-Tyrell,Olenna-Redwyne,Undirected,5,3.0
Loras-Tyrell,Osmund-Kettleblack,Undirected,4,3.0
Loras-Tyrell,Renly-Baratheon,Undirected,8,3.0
Loras-Tyrell,Sansa-Stark,Undirected,13,3.0
Loras-Tyrell,Tyrion-Lannister,Undirected,10,3.0
Loras-Tyrell,Willas-Tyrell,Undirected,4,3.0
Lothar-Frey,Marq-Piper,Undirected,3,3.0
Lothar-Frey,Merrett-Frey,Undirected,3,3.0
Lothar-Frey,Robb-Stark,Undirected,12,3.0
Lothar-Frey,Roose-Bolton,Undirected,3,3.0
Lothar-Frey,Roslin-Frey,Undirected,4,3.0
Lothar-Frey,Walder-Frey,Undirected,6,3.0
Lothar-Frey,Walder-Rivers,Undirected,3,3.0
Lothor-Brune,Petyr-Baelish,Undirected,5,3.0
Lothor-Brune,Sansa-Stark,Undirected,6,3.0
Luwin,Nan,Undirected,5,3.0
Lysa-Arryn,Marillion,Undirected,10,3.0
Lysa-Arryn,Mathis-Rowan,Undirected,3,3.0
Lysa-Arryn,Petyr-Baelish,Undirected,29,3.0
Lysa-Arryn,Robert-Arryn,Undirected,7,3.0
Lysa-Arryn,Robert-Baratheon,Undirected,3,3.0
Lysa-Arryn,Sansa-Stark,Undirected,35,3.0
Lysa-Arryn,Tansy,Undirected,3,3.0
Lysa-Arryn,Tyrion-Lannister,Undirected,6,3.0
Lysa-Arryn,Tywin-Lannister,Undirected,4,3.0
Mace-Tyrell,Margaery-Tyrell,Undirected,5,3.0
Mace-Tyrell,Oberyn-Martell,Undirected,15,3.0
Mace-Tyrell,Olenna-Redwyne,Undirected,3,3.0
Mace-Tyrell,Paxter-Redwyne,Undirected,4,3.0
Mace-Tyrell,Sansa-Stark,Undirected,9,3.0
Mace-Tyrell,Stannis-Baratheon,Undirected,5,3.0
Mace-Tyrell,Tyrion-Lannister,Undirected,15,3.0
Mace-Tyrell,Tywin-Lannister,Undirected,10,3.0
Mace-Tyrell,Willas-Tyrell,Undirected,4,3.0
Maege-Mormont,Robb-Stark,Undirected,3,3.0
Maegor-I-Targaryen,Varys,Undirected,3,3.0
Mallador-Locke,Thoren-Smallwood,Undirected,4,3.0
Mance-Rayder,Pypar,Undirected,4,3.0
Mance-Rayder,Qhorin-Halfhand,Undirected,9,3.0
Mance-Rayder,Rattleshirt,Undirected,12,3.0
Mance-Rayder,Samwell-Tarly,Undirected,10,3.0
Mance-Rayder,Styr,Undirected,14,3.0
Mance-Rayder,Thoren-Smallwood,Undirected,4,3.0
Mance-Rayder,Tormund,Undirected,20,3.0
Mance-Rayder,Val,Undirected,8,3.0
Mance-Rayder,Varamyr,Undirected,6,3.0
Mance-Rayder,Ygritte,Undirected,14,3.0
Mandon-Moore,Tyrion-Lannister,Undirected,3,3.0
Mandon-Moore,Varys,Undirected,3,3.0
Margaery-Tyrell,Olenna-Redwyne,Undirected,4,3.0
Margaery-Tyrell,Renly-Baratheon,Undirected,6,3.0
Margaery-Tyrell,Sansa-Stark,Undirected,34,3.0
Margaery-Tyrell,Tommen-Baratheon,Undirected,5,3.0
Margaery-Tyrell,Tyrion-Lannister,Undirected,10,3.0
Margaery-Tyrell,Willas-Tyrell,Undirected,5,3.0
Marillion,Robert-Arryn,Undirected,3,3.0
Marillion,Sansa-Stark,Undirected,12,3.0
Marq-Piper,Robb-Stark,Undirected,3,3.0
Martyn-Lannister,Tywin-Lannister,Undirected,3,3.0
Martyn-Lannister,Willem-Lannister,Undirected,3,3.0
Mathis-Rowan,Paxter-Redwyne,Undirected,8,3.0
Meera-Reed,Samwell-Tarly,Undirected,5,3.0
Megga-Tyrell,Sansa-Stark,Undirected,6,3.0
Melisandre,Salladhor-Saan,Undirected,6,3.0
Melisandre,Samwell-Tarly,Undirected,7,3.0
Melisandre,Selyse-Florent,Undirected,9,3.0
Melisandre,Stannis-Baratheon,Undirected,38,3.0
Merrett-Frey,Petyr-Baelish,Undirected,3,3.0
Meryn-Trant,Osmund-Kettleblack,Undirected,4,3.0
Meryn-Trant,Polliver,Undirected,5,3.0
Meryn-Trant,Rafford,Undirected,6,3.0
Meryn-Trant,Sandor-Clegane,Undirected,5,3.0
Meryn-Trant,Sansa-Stark,Undirected,3,3.0
Meryn-Trant,Tickler,Undirected,6,3.0
Meryn-Trant,Tyrion-Lannister,Undirected,5,3.0
Mordane,Sansa-Stark,Undirected,4,3.0
Mully,Owen,Undirected,3,3.0
Mully,Satin,Undirected,4,3.0
Mully,Spare-Boot,Undirected,3,3.0
Munda,Tormund,Undirected,4,3.0
Mycah,Sandor-Clegane,Undirected,6,3.0
Myrcella-Baratheon,Sansa-Stark,Undirected,4,3.0
Myrcella-Baratheon,Tommen-Baratheon,Undirected,7,3.0
Myrcella-Baratheon,Tyrion-Lannister,Undirected,4,3.0
Nage,Walton,Undirected,3,3.0
Oberyn-Martell,Sansa-Stark,Undirected,3,3.0
Oberyn-Martell,Tyrion-Lannister,Undirected,41,3.0
Oberyn-Martell,Tywin-Lannister,Undirected,9,3.0
Oberyn-Martell,Viserys-Targaryen,Undirected,4,3.0
Olenna-Redwyne,Sansa-Stark,Undirected,12,3.0
Olenna-Redwyne,Tyrion-Lannister,Undirected,3,3.0
Olyvar-Frey,Robb-Stark,Undirected,8,3.0
Olyvar-Frey,Ryman-Frey,Undirected,4,3.0
Orell,Ygritte,Undirected,3,3.0
Osmund-Kettleblack,Sansa-Stark,Undirected,4,3.0
Osmund-Kettleblack,Tyrion-Lannister,Undirected,5,3.0
Oswell-Kettleblack,Petyr-Baelish,Undirected,4,3.0
Oswell-Kettleblack,Sansa-Stark,Undirected,5,3.0
Othell-Yarwyck,Pypar,Undirected,3,3.0
Ottyn-Wythers,Thoren-Smallwood,Undirected,6,3.0
Owen,Pypar,Undirected,4,3.0
Owen,Robert-Baratheon,Undirected,3,3.0
Owen,Satin,Undirected,4,3.0
Owen,Spare-Boot,Undirected,4,3.0
Patchface,Shireen-Baratheon,Undirected,3,3.0
Paxter-Redwyne,Tyrion-Lannister,Undirected,4,3.0
Perwyn-Frey,Robb-Stark,Undirected,3,3.0
Petyr-Baelish,Robb-Stark,Undirected,6,3.0
Petyr-Baelish,Robert-Arryn,Undirected,4,3.0
Petyr-Baelish,Roose-Bolton,Undirected,3,3.0
Petyr-Baelish,Sansa-Stark,Undirected,31,3.0
Petyr-Baelish,Tyrion-Lannister,Undirected,14,3.0
Petyr-Baelish,Tywin-Lannister,Undirected,5,3.0
Petyr-Baelish,Yohn-Royce,Undirected,3,3.0
Petyr-Frey,Ryman-Frey,Undirected,4,3.0
Petyr-Frey,Walder-Frey,Undirected,4,3.0
Podrick-Payne,Sansa-Stark,Undirected,7,3.0
Podrick-Payne,Tyrion-Lannister,Undirected,27,3.0
Podrick-Payne,Tywin-Lannister,Undirected,4,3.0
Polliver,Rafford,Undirected,10,3.0
Polliver,Sandor-Clegane,Undirected,19,3.0
Polliver,Sansa-Stark,Undirected,3,3.0
Polliver,Tickler,Undirected,16,3.0
Prendahl-na-Ghezn,Sallor,Undirected,6,3.0
Pycelle,Tyrion-Lannister,Undirected,12,3.0
Pycelle,Tywin-Lannister,Undirected,5,3.0
Pycelle,Varys,Undirected,5,3.0
Pylos,Shireen-Baratheon,Undirected,4,3.0
Pylos,Stannis-Baratheon,Undirected,4,3.0
Pypar,Samwell-Tarly,Undirected,15,3.0
Pypar,Satin,Undirected,4,3.0
Qhorin-Halfhand,Ragwyle,Undirected,3,3.0
Qhorin-Halfhand,Rattleshirt,Undirected,7,3.0
Qhorin-Halfhand,Samwell-Tarly,Undirected,3,3.0
Qhorin-Halfhand,Ygritte,Undirected,5,3.0
Qyburn,Roose-Bolton,Undirected,3,3.0
Qyburn,Walton,Undirected,4,3.0
Rafford,Sandor-Clegane,Undirected,7,3.0
Rafford,Tickler,Undirected,10,3.0
Ramsay-Snow,Robb-Stark,Undirected,4,3.0
Ramsay-Snow,Roose-Bolton,Undirected,4,3.0
Randyll-Tarly,Robett-Glover,Undirected,3,3.0
Rattleshirt,Ryk,Undirected,4,3.0
Rattleshirt,Styr,Undirected,8,3.0
Rattleshirt,Tormund,Undirected,5,3.0
Rattleshirt,Weeper,Undirected,5,3.0
Rattleshirt,Ygritte,Undirected,11,3.0
Raynald-Westerling,Robb-Stark,Undirected,8,3.0
Raynald-Westerling,Rollam-Westerling,Undirected,3,3.0
Renly-Baratheon,Robert-Baratheon,Undirected,4,3.0
Renly-Baratheon,Sansa-Stark,Undirected,4,3.0
Renly-Baratheon,Stannis-Baratheon,Undirected,17,3.0
Renly-Baratheon,Tyrion-Lannister,Undirected,5,3.0
Renly-Baratheon,Varys,Undirected,4,3.0
Rhaegar-Targaryen,Rhaella-Targaryen,Undirected,3,3.0
Rhaegar-Targaryen,Robert-Baratheon,Undirected,8,3.0
Rhaegar-Targaryen,Viserys-Targaryen,Undirected,7,3.0
Rhaella-Targaryen,Viserys-Targaryen,Undirected,3,3.0
Rickard-Karstark,Robb-Stark,Undirected,16,3.0
Rickon-Stark,Robb-Stark,Undirected,13,3.0
Rickon-Stark,Sansa-Stark,Undirected,7,3.0
Rickon-Stark,Theon-Greyjoy,Undirected,8,3.0
Robb-Stark,Robin-Flint,Undirected,3,3.0
Robb-Stark,Rollam-Westerling,Undirected,4,3.0
Robb-Stark,Rolph-Spicer,Undirected,5,3.0
Robb-Stark,Roose-Bolton,Undirected,11,3.0
Robb-Stark,Roslin-Frey,Undirected,4,3.0
Robb-Stark,Ryman-Frey,Undirected,8,3.0
Robb-Stark,Sansa-Stark,Undirected,17,3.0
Robb-Stark,Stannis-Baratheon,Undirected,4,3.0
Robb-Stark,Stevron-Frey,Undirected,4,3.0
Robb-Stark,Sybell-Spicer,Undirected,3,3.0
Robb-Stark,Theon-Greyjoy,Undirected,11,3.0
Robb-Stark,Tristifer-IV-Mudd,Undirected,3,3.0
Robb-Stark,Tyrion-Lannister,Undirected,15,3.0
Robb-Stark,Tywin-Lannister,Undirected,15,3.0
Robb-Stark,Utherydes-Wayn,Undirected,3,3.0
Robb-Stark,Walder-Frey,Undirected,27,3.0
Robb-Stark,Walder-Rivers,Undirected,4,3.0
Robb-Stark,Willem-Lannister,Undirected,3,3.0
Robert-Arryn,Sansa-Stark,Undirected,9,3.0
Robert-Baratheon,Sandor-Clegane,Undirected,5,3.0
Robert-Baratheon,Sansa-Stark,Undirected,3,3.0
Robert-Baratheon,Stannis-Baratheon,Undirected,7,3.0
Robert-Baratheon,Thoros-of-Myr,Undirected,6,3.0
Robert-Baratheon,Tyrion-Lannister,Undirected,8,3.0
Robert-Baratheon,Tywin-Lannister,Undirected,9,3.0
Robert-Baratheon,Varys,Undirected,4,3.0
Robert-Baratheon,Viserys-Targaryen,Undirected,6,3.0
Robin-Flint,Wendel-Manderly,Undirected,3,3.0
Roose-Bolton,Ryman-Frey,Undirected,3,3.0
Roose-Bolton,Tyrion-Lannister,Undirected,6,3.0
Roose-Bolton,Tywin-Lannister,Undirected,4,3.0
Roose-Bolton,Vargo-Hoat,Undirected,6,3.0
Roose-Bolton,Walton,Undirected,6,3.0
Rorge,Shagwell,Undirected,4,3.0
Rorge,Vargo-Hoat,Undirected,3,3.0
Rorge,Zollo,Undirected,5,3.0
Roslin-Frey,Walder-Frey,Undirected,6,3.0
Ryk,Tormund,Undirected,6,3.0
Ryk,Ygritte,Undirected,8,3.0
Ryman-Frey,Stevron-Frey,Undirected,4,3.0
Salladhor-Saan,Stannis-Baratheon,Undirected,6,3.0
Samwell-Tarly,Small-Paul,Undirected,19,3.0
Samwell-Tarly,Stannis-Baratheon,Undirected,18,3.0
Sandor-Clegane,Sansa-Stark,Undirected,8,3.0
Sandor-Clegane,Thoros-of-Myr,Undirected,13,3.0
Sandor-Clegane,Tickler,Undirected,14,3.0
Sandor-Clegane,Tyrion-Lannister,Undirected,4,3.0
Sansa-Stark,Shae,Undirected,8,3.0
Sansa-Stark,Tanda-Stokeworth,Undirected,3,3.0
